customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3618-XXXXX,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.768033456048315,2763.65,No
3619-XXXXX,Male,0,No,Yes,63,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.07,4236.63,No
3620-XXXXX,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,105.14075586368097,4034.22,Yes
3621-XXXXX,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),108.3440346833822,2063.01,Yes
3622-XXXXX,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.65956142331534,2393.59,No
3623-XXXXX,Male,0,No,Yes,65,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.29,2202.08,No
3624-XXXXX,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,75.07,1000.35,Yes
3625-XXXXX,Female,0,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,52.88,3194.86,No
3626-XXXXX,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.13,1360.4,No
3627-XXXXX,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),37.516236211570735,2195.41,No
3628-XXXXX,Female,0,No,No,48,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),33.73,1537.04,No
3629-XXXXX,Female,0,No,No,29,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),122.8130832588373,3534.95,Yes
3630-XXXXX,Male,1,No,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,42.537036729196856,2625.4,No
3631-XXXXX,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,77.52992223718427,853.33,No
3632-XXXXX,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.4,1211.95,Yes
3633-XXXXX,Female,0,No,No,29,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.8,2558.06,Yes
3634-XXXXX,Female,1,No,Yes,36,No,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,55.533495915929564,2045.61,Yes
3635-XXXXX,Male,1,No,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,81.55,2671.79,Yes
3636-XXXXX,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,115.55368335735396,115.55368335735396,Yes
3637-XXXXX,Male,0,No,No,72,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.84027089075882,3579.61,No
3638-XXXXX,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.97,1337.63,Yes
3639-XXXXX,Female,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),128.75306355951935,5582.43,Yes
3640-XXXXX,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.21,212.6,Yes
3641-XXXXX,Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),100.6,5582.01,No
3642-XXXXX,Female,1,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),116.78810397221636,8178.08,No
3643-XXXXX,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.93,2507.54,No
3644-XXXXX,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,107.28,1923.58,No
3645-XXXXX,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.93,161.35,No
3646-XXXXX,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.1473783020395,2456.2,Yes
3647-XXXXX,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.16,102.94,Yes
3648-XXXXX,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.63,3016.9,Yes
3649-XXXXX,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.84732236644675,2784.89,Yes
3650-XXXXX,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,18.09,637.08,Yes
3651-XXXXX,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.85,2167.05,No
3652-XXXXX,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),36.67,1723.15,No
3653-XXXXX,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.46776160238477,1597.74,Yes
3654-XXXXX,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),122.79706945293567,6927.3,Yes
3655-XXXXX,Male,1,Yes,Yes,26,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.33,1078.69,No
3656-XXXXX,Female,1,Yes,No,55,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.33,1872.73,No
3657-XXXXX,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.02,2417.11,Yes
3658-XXXXX,Male,0,No,No,66,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,26.97,1845.06,No
3659-XXXXX,Male,0,Yes,No,37,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.27,1549.63,No
3660-XXXXX,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.35726750020571,3032.89,No
3661-XXXXX,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,43.4363003702253,1204.15,No
3662-XXXXX,Female,0,Yes,No,38,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),112.37,4257.64,No
3663-XXXXX,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.17,1622.74,No
3664-XXXXX,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.50046411840408,2720.53,Yes
3665-XXXXX,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.25,1516.23,No
3666-XXXXX,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),50.65975061764562,1007.45,No
3667-XXXXX,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),75.16436764673894,1958.45,Yes
3668-XXXXX,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),69.81,1202.97,No
3669-XXXXX,Male,0,Yes,Yes,13,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,45.14,574.03,No
3670-XXXXX,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.01,46.05,Yes
3671-XXXXX,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,84.63967874037213,4737.8,No
3672-XXXXX,Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,77.72,4169.75,Yes
3673-XXXXX,Male,1,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),98.82985076310342,1171.28,Yes
3674-XXXXX,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.64,2044.01,No
3675-XXXXX,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.53679996007817,1309.75,Yes
3676-XXXXX,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.191003967463104,1214.05,No
3677-XXXXX,Female,0,No,Yes,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.34,760.76,No
3678-XXXXX,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.19,745.06,No
3679-XXXXX,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),136.0200617749165,7149.92,No
3680-XXXXX,Female,0,No,Yes,3,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,127.44222709681407,320.25,No
3681-XXXXX,Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),127.5537434829566,3699.0,Yes
3682-XXXXX,Male,0,Yes,No,35,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,82.94,2941.69,No
3683-XXXXX,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,92.08,3882.15,Yes
3684-XXXXX,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.61,462.71,No
3685-XXXXX,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.23,1552.82,No
3686-XXXXX,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.24,2498.61,Yes
3687-XXXXX,Female,0,No,No,27,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.94676312160034,2433.6,Yes
3688-XXXXX,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,107.02,7419.15,No
3689-XXXXX,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,132.20953233267085,4129.72,Yes
3690-XXXXX,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,122.09029209667132,6811.86,Yes
3691-XXXXX,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,19.62,133.37,Yes
3692-XXXXX,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.98,5387.7,No
3693-XXXXX,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.13,2820.48,No
3694-XXXXX,Male,0,No,No,72,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,18.79,1272.27,No
3695-XXXXX,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.8,2465.17,Yes
3696-XXXXX,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.26724178890058,2290.14,No
3697-XXXXX,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.62,266.79,No
3698-XXXXX,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,106.40135242495214,4343.47,Yes
3699-XXXXX,Female,0,No,Yes,53,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.45,4827.21,No
3700-XXXXX,Male,0,No,No,59,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,28.56,1739.64,Yes
3701-XXXXX,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,95.85505494585823,2453.4,Yes
3702-XXXXX,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.08363430305664,3407.38,No
3703-XXXXX,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,93.17018057346625,1117.96,Yes
3704-XXXXX,Female,0,No,No,31,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),103.68,3188.0,Yes
3705-XXXXX,Female,0,No,Yes,34,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),127.88970950172248,4264.19,Yes
3706-XXXXX,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,36.648228791009736,78.27,Yes
3707-XXXXX,Female,1,No,No,66,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.74,2949.68,No
3708-XXXXX,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.44,1647.31,No
3709-XXXXX,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),104.30242967873461,1331.19,Yes
3710-XXXXX,Male,0,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.75,5874.79,Yes
3711-XXXXX,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),81.33642749874276,4122.5,No
3712-XXXXX,Female,0,Yes,No,50,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),45.79147891704126,2226.31,Yes
3713-XXXXX,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.24,1654.67,Yes
3714-XXXXX,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,23.39,673.64,No
3715-XXXXX,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.59,635.99,No
3716-XXXXX,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.8421305283507,4365.03,No
3717-XXXXX,Male,1,No,No,64,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.37717606289766,5498.42,No
3718-XXXXX,Female,0,No,No,59,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),54.75,3224.81,No
3719-XXXXX,Male,0,No,No,57,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.38,4574.63,Yes
3720-XXXXX,Female,0,Yes,No,55,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.0,1574.16,No
3721-XXXXX,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,105.99407891879898,212.09,Yes
3722-XXXXX,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.29,1000.64,No
3723-XXXXX,Female,1,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,114.63993938800706,2863.62,Yes
3724-XXXXX,Male,1,Yes,No,26,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),123.64124458635115,3231.28,No
3725-XXXXX,Female,0,No,No,62,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.68,1918.94,No
3726-XXXXX,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.70529209307581,1401.98,Yes
3727-XXXXX,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,121.51116184297967,7391.55,No
3728-XXXXX,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.13,1404.36,No
3729-XXXXX,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,59.56,2018.15,Yes
3730-XXXXX,Female,1,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.76133412353794,1017.52,Yes
3731-XXXXX,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,24.57,1156.89,No
3732-XXXXX,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.91,1824.28,No
3733-XXXXX,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.42,527.77,No
3734-XXXXX,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.99,558.78,No
3735-XXXXX,Male,1,No,No,38,No,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,103.94000808650252,3872.69,No
3736-XXXXX,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,107.42801637187699,7592.08,Yes
3737-XXXXX,Female,0,No,No,37,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,107.58,3993.44,No
3738-XXXXX,Female,1,Yes,No,32,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),113.36778756968928,3608.5,No
3739-XXXXX,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.07,886.3,Yes
3740-XXXXX,Male,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.43,5095.22,No
3741-XXXXX,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,27.51,649.36,No
3742-XXXXX,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.4826965194494,3830.46,Yes
3743-XXXXX,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.46889786774948,6208.59,Yes
3744-XXXXX,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.4602186642818,4936.3,Yes
3745-XXXXX,Female,0,Yes,No,67,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,123.7898771836043,8335.15,No
3746-XXXXX,Male,1,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.55,1648.04,No
3747-XXXXX,Female,0,No,Yes,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),24.06,1440.19,Yes
3748-XXXXX,Female,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.55,119.9,No
3749-XXXXX,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),115.54755427841877,2966.55,Yes
3750-XXXXX,Female,0,Yes,Yes,19,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,117.9381525066291,2239.48,No
3751-XXXXX,Female,0,No,Yes,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,119.65,7481.72,Yes
3752-XXXXX,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.27519414393113,1720.87,Yes
3753-XXXXX,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.81,1654.67,No
3754-XXXXX,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.41525243802974,4133.18,Yes
3755-XXXXX,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,88.35,873.13,No
3756-XXXXX,Female,0,No,No,49,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.49,3234.48,No
3757-XXXXX,Female,0,No,No,25,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.4,698.9,No
3758-XXXXX,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),38.24757413378026,663.73,Yes
3759-XXXXX,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.82,5756.08,Yes
3760-XXXXX,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,1014.86,Yes
3761-XXXXX,Female,0,Yes,No,55,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.17,4470.98,Yes
3762-XXXXX,Female,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.85,732.96,No
3763-XXXXX,Female,1,No,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.28,3857.2,Yes
3764-XXXXX,Male,0,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.43,1874.54,No
3765-XXXXX,Male,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),50.15,2182.8,Yes
3766-XXXXX,Female,0,No,No,29,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.8,957.79,No
3767-XXXXX,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.072985149505385,2438.16,Yes
3768-XXXXX,Female,0,Yes,No,54,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.42,2054.11,No
3769-XXXXX,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.58,552.06,No
3770-XXXXX,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.82,25.82,No
3771-XXXXX,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),32.68302784587195,300.47,Yes
3772-XXXXX,Female,0,No,No,66,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.99086361232676,4763.32,Yes
3773-XXXXX,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,124.15621594331611,8682.32,Yes
3774-XXXXX,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),116.51,5912.73,No
3775-XXXXX,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.74,359.11,Yes
3776-XXXXX,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),81.47793339516697,3447.69,No
3777-XXXXX,Female,0,Yes,Yes,31,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.46,697.21,Yes
3778-XXXXX,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.38,329.18,No
3779-XXXXX,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.13,544.51,Yes
3780-XXXXX,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.27,1873.24,No
3781-XXXXX,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.66,3032.64,Yes
3782-XXXXX,Male,0,No,No,63,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.29197591805028,4491.4,No
3783-XXXXX,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.52,644.95,Yes
3784-XXXXX,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.93,751.16,No
3785-XXXXX,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,104.54,3939.11,No
